38 0
35 3
31 6
26 9
20 11
14 12
8 11
3 10
-1 13
-5 18
-9 13
-14 10
-20 9
-26 8
-32 10
-38 16
-45 21
-41 9
-50 3
-54 0
-50 -3
-41 -9
-45 -21
-38 -16
-32 -10
-26 -8
-20 -9
-14 -10
-9 -13
-5 -18
-1 -13
3 -10
8 -11
14 -12
20 -11
26 -9
31 -6
35 -3
38 0
